eval_loss,eval_accuracy,eval_precision,eval_recall,eval_f1,eval_runtime,eval_samples_per_second,eval_steps_per_second,epoch,run_num,technique,model_checkpoint,checkpoint,dataset_config,train_size,valid_size,test_size,run_time
0.695362389087677,0.5114678899082569,0.5506991205358781,0.5114678899082569,0.4593164690391227,0.5293,823.759,52.902,2.67,1,sibyl.uniform.550,prajjwal1/bert-tiny,./pretrained/prajjwal1/bert-tiny-glue_sst2_sibyl.uniform.550,"['glue', 'sst2']",364,436,436,41.87824106216431
0.6803810000419617,0.5688073394495413,0.5979119112418242,0.5688073394495413,0.5518697965272581,0.5163,844.521,54.235,3.48,1,sibyl.fada_v2_CleanLabSafe_avg.550,prajjwal1/bert-tiny,./pretrained/prajjwal1/bert-tiny-glue_sst2_sibyl.fada_v2_CleanLabSafe_avg.550,"['glue', 'sst2']",422,436,436,61.018449544906616
0.690610945224762,0.5412844036697247,0.5445746085717272,0.5412844036697247,0.5412844036697249,0.5406,806.437,51.79,2.8,1,sibyl.fada_v2_CleanLabSafe_sum.550,prajjwal1/bert-tiny,./pretrained/prajjwal1/bert-tiny-glue_sst2_sibyl.fada_v2_CleanLabSafe_sum.550,"['glue', 'sst2']",520,436,436,54.836851358413696
0.6866424083709717,0.536697247706422,0.5645347036735958,0.536697247706422,0.512707953581095,0.5147,847.132,54.403,2.85,1,sibyl.fada_v2_InverseLikelihood_avg.550,prajjwal1/bert-tiny,./pretrained/prajjwal1/bert-tiny-glue_sst2_sibyl.fada_v2_InverseLikelihood_avg.550,"['glue', 'sst2']",428,436,436,50.01556730270386
0.6958666443824768,0.48623853211009177,0.4894288386028249,0.48623853211009177,0.4860979917594705,0.5391,808.786,51.94,2.55,1,sibyl.fada_v2_InverseLikelihood_sum.550,prajjwal1/bert-tiny,./pretrained/prajjwal1/bert-tiny-glue_sst2_sibyl.fada_v2_InverseLikelihood_sum.550,"['glue', 'sst2']",509,436,436,50.26445174217224
0.6884114146232605,0.5412844036697247,0.5422669518528217,0.5412844036697247,0.5415936935787549,0.5256,829.525,53.272,2.58,1,sibyl.fada_v2_LikelihoodShiftNeg_avg.550,prajjwal1/bert-tiny,./pretrained/prajjwal1/bert-tiny-glue_sst2_sibyl.fada_v2_LikelihoodShiftNeg_avg.550,"['glue', 'sst2']",424,436,436,43.963759899139404
0.685549795627594,0.5642201834862385,0.6281516442464631,0.5642201834862385,0.5241552818774099,0.4953,880.289,56.532,2.43,1,sibyl.fada_v2_LikelihoodShiftNeg_sum.550,prajjwal1/bert-tiny,./pretrained/prajjwal1/bert-tiny-glue_sst2_sibyl.fada_v2_LikelihoodShiftNeg_sum.550,"['glue', 'sst2']",514,436,436,46.806817293167114
0.6779371500015259,0.5665137614678899,0.5708916864049847,0.5665137614678899,0.5661830665981458,0.5287,824.69,52.962,2.69,1,sibyl.fada_v2_LikelihoodShiftPos_avg.550,prajjwal1/bert-tiny,./pretrained/prajjwal1/bert-tiny-glue_sst2_sibyl.fada_v2_LikelihoodShiftPos_avg.550,"['glue', 'sst2']",422,436,436,46.11309790611267
0.6723568439483643,0.5986238532110092,0.6058436612552701,0.5986238532110092,0.5973871975560036,0.5168,843.651,54.179,2.93,1,sibyl.fada_v2_LikelihoodShiftPos_sum.550,prajjwal1/bert-tiny,./pretrained/prajjwal1/bert-tiny-glue_sst2_sibyl.fada_v2_LikelihoodShiftPos_sum.550,"['glue', 'sst2']",531,436,436,57.993205308914185
0.6881002187728882,0.5389908256880734,0.5496847861512885,0.5389908256880734,0.5334775832456989,0.5377,810.935,52.078,2.04,1,sibyl.fada_v2_Likelihood_avg.550,prajjwal1/bert-tiny,./pretrained/prajjwal1/bert-tiny-glue_sst2_sibyl.fada_v2_Likelihood_avg.550,"['glue', 'sst2']",431,436,436,36.53977608680725
