eval_loss,eval_accuracy,eval_precision,eval_recall,eval_fbeta_score,eval_runtime,eval_samples_per_second,eval_steps_per_second,epoch,technique_name
0.4044647812843323,0.8830275229357798,0.8843276659664745,0.8830275229357798,0.8831155939536982,1.4532,300.032,19.268,4.0,fada
0.3638554513454437,0.8440366972477065,0.8571867923639168,0.8440366972477065,0.8415207260939211,1.5797,276.005,17.725,4.0,uniform
0.4800650179386139,0.8807339449541285,0.8812034020376369,0.8807339449541285,0.8808018197404244,1.282,340.09,21.841,6.0,original
