timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2023-06-12T09:22:30,glue.sst2.GreetingsAndFarewells.num_rows=100,9a9f0fba-47de-45d7-9780-4c32cab35ccc,28.9773159,0.000179559,6.20E-06,22.5,30.97,5.9670825,0.000180718,0.000245241,4.71E-05,0.000473058,United States,USA,,,,Windows-10-10.0.22621-SP0,3.8.16,2.2.3,12,Intel(R) Core(TM) i7-9750H CPU @ 2.60GHz,1,1 x NVIDIA GeForce RTX 2060,-97.822,37.751,15.91222,machine,N,1
2023-06-12T09:23:01,glue.sst2.HashtagGeneration.num_rows=100,b30bc245-3969-43f0-92fe-8e77972de400,29.08232975,0.000179143,6.16E-06,22.5,30.799,5.9670825,0.000180977,0.000243857,4.71E-05,0.000471961,United States,USA,,,,Windows-10-10.0.22621-SP0,3.8.16,2.2.3,12,Intel(R) Core(TM) i7-9750H CPU @ 2.60GHz,1,1 x NVIDIA GeForce RTX 2060,-97.822,37.751,15.91222,machine,N,1
2023-06-12T09:23:33,glue.sst2.LeetLetters.num_rows=100,b26b88de-7957-420b-8997-c76b9dff4f46,29.27688789,0.000180653,6.17E-06,22.5,30.715,5.9670825,0.00018259,0.000245802,4.75E-05,0.00047594,United States,USA,,,,Windows-10-10.0.22621-SP0,3.8.16,2.2.3,12,Intel(R) Core(TM) i7-9750H CPU @ 2.60GHz,1,1 x NVIDIA GeForce RTX 2060,-97.822,37.751,15.91222,machine,N,1
2023-06-12T09:24:05,glue.sst2.MultilingualDictionaryBasedCodeSwitch.num_rows=100,dcaded04-4063-4f51-a96d-99bed59ccc98,29.76268578,0.000184382,6.20E-06,22.5,30.778,5.9670825,0.000185419,0.000251811,4.85E-05,0.000485763,United States,USA,,,,Windows-10-10.0.22621-SP0,3.8.16,2.2.3,12,Intel(R) Core(TM) i7-9750H CPU @ 2.60GHz,1,1 x NVIDIA GeForce RTX 2060,-97.822,37.751,15.91222,machine,N,1
2023-06-12T09:24:36,glue.sst2.PigLatin.num_rows=100,7c0d061e-0932-466a-a8c2-49e6452ce4e1,29.36113095,0.000181238,6.17E-06,22.5,30.83,5.9670825,0.000182546,0.000247184,4.78E-05,0.000477481,United States,USA,,,,Windows-10-10.0.22621-SP0,3.8.16,2.2.3,12,Intel(R) Core(TM) i7-9750H CPU @ 2.60GHz,1,1 x NVIDIA GeForce RTX 2060,-97.822,37.751,15.91222,machine,N,1
2023-06-12T09:25:07,glue.sst2.RandomDeletion.num_rows=100,8f0dea12-999e-45c6-80f4-eeb2b0ee8d3a,28.96184444,0.000178126,6.15E-06,22.5,30.697,5.9670825,0.000180006,0.000242216,4.71E-05,0.000469283,United States,USA,,,,Windows-10-10.0.22621-SP0,3.8.16,2.2.3,12,Intel(R) Core(TM) i7-9750H CPU @ 2.60GHz,1,1 x NVIDIA GeForce RTX 2060,-97.822,37.751,15.91222,machine,N,1
2023-06-12T09:25:40,glue.sst2.RandomUpperPerturbation.num_rows=100,972565f4-2b5c-4dcc-bf12-573cee9ec9e7,30.63640928,0.000247137,8.07E-06,22.5,30.901,5.9670825,0.000190999,0.000386019,7.41E-05,0.000651097,United States,USA,,,,Windows-10-10.0.22621-SP0,3.8.16,2.2.3,12,Intel(R) Core(TM) i7-9750H CPU @ 2.60GHz,1,1 x NVIDIA GeForce RTX 2060,-97.822,37.751,15.91222,machine,N,1
2023-06-12T09:26:12,glue.sst2.ReplaceNumericalValues.num_rows=100,a6452752-ab71-4eac-b898-48cfb4331c21,30.43065715,0.000198372,6.52E-06,22.5,30.868,5.9670825,0.000189682,0.000259205,7.37E-05,0.000522622,United States,USA,,,,Windows-10-10.0.22621-SP0,3.8.16,2.2.3,12,Intel(R) Core(TM) i7-9750H CPU @ 2.60GHz,1,1 x NVIDIA GeForce RTX 2060,-97.822,37.751,15.91222,machine,N,1
2023-06-12T09:26:44,glue.sst2.SentenceAdjectivesAntonymsSwitch.num_rows=100,e741c088-1070-4b4f-a34c-6caf3eb11ad9,29.89288807,0.000185351,6.20E-06,22.5,30.895,5.9670825,0.000186538,0.000253142,4.86E-05,0.000488318,United States,USA,,,,Windows-10-10.0.22621-SP0,3.8.16,2.2.3,12,Intel(R) Core(TM) i7-9750H CPU @ 2.60GHz,1,1 x NVIDIA GeForce RTX 2060,-97.822,37.751,15.91222,machine,N,1
2023-06-12T09:27:15,glue.sst2.SentenceAuxiliaryNegationRemoval.num_rows=100,3a3e9b16-0601-49e3-9839-c973240e5a2e,29.15173411,0.000177126,6.08E-06,22.5,30.69,5.9670825,0.000181501,0.00023907,4.61E-05,0.000466648,United States,USA,,,,Windows-10-10.0.22621-SP0,3.8.16,2.2.3,12,Intel(R) Core(TM) i7-9750H CPU @ 2.60GHz,1,1 x NVIDIA GeForce RTX 2060,-97.822,37.751,15.91222,machine,N,1
