eval_loss,eval_accuracy,eval_precision,eval_recall,eval_fbeta_score,eval_runtime,eval_samples_per_second,eval_steps_per_second,epoch,technique_name
0.7118552923202515,0.47477064220183485,0.22540716269674269,0.47477064220183485,0.3056843637193774,1.393,313.004,20.101,4.0,fada
0.9650786519050598,0.7729357798165137,0.7785719027089724,0.7729357798165137,0.7727745049785596,1.3765,316.748,20.342,9.23,uniform
0.5256463885307312,0.7431192660550459,0.7429625429945858,0.7431192660550459,0.7429782271133802,1.485,293.599,18.855,5.54,original
